SA ID	ener_dir_cd	elec_intvl_end_dttm	usg_dt	dst_shft_amt	intvl_lgth	intvl_tm_sk	uom	usgAmount	vee_sta_cd		
	D	10/24/2016 8:30	10/24/2016	-1	15	150830	KWH	0.468	G		
	D	10/24/2016 8:45	10/24/2016	-1	15	150845	KWH	0.428	G		
	D	10/24/2016 9:00	10/24/2016	-1	15	150900	KWH	0.464	G		
	D	10/24/2016 9:15	10/24/2016	-1	15	150915	KWH	0.66	G		
	D	10/24/2016 9:30	10/24/2016	-1	15	150930	KWH	0.632	G		
	D	10/24/2016 9:45	10/24/2016	-1	15	150945	KWH	1.308	G		
	D	10/24/2016 10:00	10/24/2016	-1	15	151000	KWH	0.508	G		
	D	10/24/2016 10:15	10/24/2016	-1	15	151015	KWH	0.668	G		
	D	10/24/2016 10:30	10/24/2016	-1	15	151030	KWH	0.572	G		
	D	10/24/2016 10:45	10/24/2016	-1	15	151045	KWH	0.628	G		
	D	10/24/2016 11:00	10/24/2016	-1	15	151100	KWH	0.736	G		
	D	10/24/2016 11:15	10/24/2016	-1	15	151115	KWH	0.696	G		
	D	10/24/2016 11:30	10/24/2016	-1	15	151130	KWH	0.82	G		
	D	10/24/2016 11:45	10/24/2016	-1	15	151145	KWH	0.664	G		
	D	10/24/2016 12:00	10/24/2016	-1	15	151200	KWH	0.68	G		
	D	10/24/2016 12:15	10/24/2016	-1	15	151215	KWH	0.556	G		
	D	10/24/2016 12:30	10/24/2016	-1	15	151230	KWH	0.492	G		
	D	10/24/2016 12:45	10/24/2016	-1	15	151245	KWH	0.572	G		
	D	10/24/2016 13:00	10/24/2016	-1	15	151300	KWH	1.204	G		
	D	10/24/2016 13:15	10/24/2016	-1	15	151315	KWH	0.632	G		
	D	10/24/2016 13:30	10/24/2016	-1	15	151330	KWH	0.6	G		
	D	10/24/2016 13:45	10/24/2016	-1	15	151345	KWH	0.576	G		
	D	10/24/2016 14:00	10/24/2016	-1	15	151400	KWH	0.568	G		
	D	10/24/2016 14:15	10/24/2016	-1	15	151415	KWH	0.54	G		
	D	10/24/2016 14:30	10/24/2016	-1	15	151430	KWH	0.56	G		
	D	10/24/2016 14:45	10/24/2016	-1	15	151445	KWH	0.624	G		
	D	10/24/2016 15:00	10/24/2016	-1	15	151500	KWH	0.508	G		
	D	10/24/2016 15:15	10/24/2016	-1	15	151515	KWH	0.452	G		
	D	10/24/2016 15:30	10/24/2016	-1	15	151530	KWH	0.336	G		
	D	10/24/2016 15:45	10/24/2016	-1	15	151545	KWH	0.3	G		
	D	10/24/2016 16:00	10/24/2016	-1	15	151600	KWH	0.344	G		
	D	10/24/2016 16:15	10/24/2016	-1	15	151615	KWH	0.332	G		
	D	10/24/2016 16:30	10/24/2016	-1	15	151630	KWH	0.336	G		
	D	10/24/2016 16:45	10/24/2016	-1	15	151645	KWH	0.328	G		
	D	10/24/2016 17:00	10/24/2016	-1	15	151700	KWH	0.288	G		
	D	10/24/2016 17:15	10/24/2016	-1	15	151715	KWH	0.34	G		
	D	10/24/2016 17:30	10/24/2016	-1	15	151730	KWH	0.332	G		
	D	10/24/2016 17:45	10/24/2016	-1	15	151745	KWH	0.124	G		
	D	10/24/2016 18:00	10/24/2016	-1	15	151800	KWH	0.14	G		
	D	10/24/2016 18:15	10/24/2016	-1	15	151815	KWH	0.116	G		
	D	10/24/2016 18:30	10/24/2016	-1	15	151830	KWH	0.156	G		
	D	10/24/2016 18:45	10/24/2016	-1	15	151845	KWH	0.204	G		
	D	10/24/2016 19:00	10/24/2016	-1	15	151900	KWH	0.152	G		
	D	10/24/2016 19:15	10/24/2016	-1	15	151915	KWH	0.212	G		
	D	10/24/2016 19:30	10/24/2016	-1	15	151930	KWH	0.336	G		
	D	10/24/2016 19:45	10/24/2016	-1	15	151945	KWH	0.176	G		
	D	10/24/2016 20:00	10/24/2016	-1	15	152000	KWH	0.236	G		
	D	10/24/2016 20:15	10/24/2016	-1	15	152015	KWH	0.216	G		
	D	10/24/2016 20:30	10/24/2016	-1	15	152030	KWH	0.208	G		
	D	10/24/2016 20:45	10/24/2016	-1	15	152045	KWH	0.232	G		
	D	10/24/2016 21:00	10/24/2016	-1	15	152100	KWH	0.176	G		
	D	10/24/2016 21:15	10/24/2016	-1	15	152115	KWH	0.224	G		
	D	10/24/2016 21:30	10/24/2016	-1	15	152130	KWH	0.228	G		
	D	10/24/2016 21:45	10/24/2016	-1	15	152145	KWH	0.164	G		
	D	10/24/2016 22:00	10/24/2016	-1	15	152200	KWH	0.216	G		
	D	10/24/2016 22:15	10/24/2016	-1	15	152215	KWH	0.192	G		
	D	10/24/2016 22:30	10/24/2016	-1	15	152230	KWH	0.188	G		
	D	10/24/2016 22:45	10/24/2016	-1	15	152245	KWH	0.216	G		
	D	10/24/2016 23:00	10/24/2016	-1	15	152300	KWH	0.164	G		
	D	10/24/2016 23:15	10/24/2016	-1	15	152315	KWH	0.232	G		
	D	10/24/2016 23:30	10/24/2016	-1	15	152330	KWH	0.212	G		
	D	10/24/2016 23:45	10/24/2016	-1	15	152345	KWH	0.204	G		
	D	10/25/2016 0:00	10/24/2016	-1	15	150000	KWH	0.236	G		
	D	10/25/2016 0:15	10/25/2016	-1	15	150015	KWH	0.176	G		
	D	10/25/2016 0:30	10/25/2016	-1	15	150030	KWH	0.228	G		
	D	10/25/2016 0:45	10/25/2016	-1	15	150045	KWH	0.34	G		
	D	10/25/2016 1:00	10/25/2016	-1	15	150100	KWH	0.188	G		
	D	10/25/2016 1:15	10/25/2016	-1	15	150115	KWH	0.272	G		
	D	10/25/2016 1:30	10/25/2016	-1	15	150130	KWH	0.172	G		
	D	10/25/2016 1:45	10/25/2016	-1	15	150145	KWH	0.216	G		
	D	10/25/2016 2:00	10/25/2016	-1	15	150200	KWH	0.216	G		
	D	10/25/2016 2:15	10/25/2016	-1	15	150215	KWH	0.232	G		
	D	10/25/2016 2:30	10/25/2016	-1	15	150230	KWH	0.176	G		
	D	10/25/2016 2:45	10/25/2016	-1	15	150245	KWH	0.232	G		
	D	10/25/2016 3:00	10/25/2016	-1	15	150300	KWH	0.228	G		
	D	10/25/2016 3:15	10/25/2016	-1	15	150315	KWH	0.176	G		
	D	10/25/2016 3:30	10/25/2016	-1	15	150330	KWH	0.232	G		
	D	10/25/2016 3:45	10/25/2016	-1	15	150345	KWH	0.196	G		
	D	10/25/2016 4:00	10/25/2016	-1	15	150400	KWH	0.188	G		
	D	10/25/2016 4:15	10/25/2016	-1	15	150415	KWH	0.212	G		
	D	10/25/2016 4:30	10/25/2016	-1	15	150430	KWH	0.16	G		
	D	10/25/2016 4:45	10/25/2016	-1	15	150445	KWH	0.212	G		
	D	10/25/2016 5:00	10/25/2016	-1	15	150500	KWH	0.192	G		
	D	10/25/2016 5:15	10/25/2016	-1	15	150515	KWH	0.34	G		
	D	10/25/2016 5:30	10/25/2016	-1	15	150530	KWH	0.224	G		
	D	10/25/2016 5:45	10/25/2016	-1	15	150545	KWH	0.172	G		
	D	10/25/2016 6:00	10/25/2016	-1	15	150600	KWH	0.232	G		
	D	10/25/2016 6:15	10/25/2016	-1	15	150615	KWH	0.2	G		
	D	10/25/2016 6:30	10/25/2016	-1	15	150630	KWH	0.196	G		
	D	10/25/2016 6:45	10/25/2016	-1	15	150645	KWH	0.2	G		
	D	10/25/2016 7:00	10/25/2016	-1	15	150700	KWH	0.164	G		
	D	10/25/2016 7:15	10/25/2016	-1	15	150715	KWH	0.308	G		
	D	10/25/2016 7:30	10/25/2016	-1	15	150730	KWH	0.372	G		
	D	10/25/2016 7:45	10/25/2016	-1	15	150745	KWH	0.408	G		
	D	10/25/2016 8:00	10/25/2016	-1	15	150800	KWH	0.432	G		
	D	10/25/2016 8:15	10/25/2016	-1	15	150815	KWH	0.428	G		
	D	10/25/2016 8:30	10/25/2016	-1	15	150830	KWH	0.484	G		
	D	10/25/2016 8:45	10/25/2016	-1	15	150845	KWH	0.416	G		
	D	10/25/2016 9:00	10/25/2016	-1	15	150900	KWH	0.456	G		
	D	10/25/2016 9:15	10/25/2016	-1	15	150915	KWH	0.544	G		
	D	10/25/2016 9:30	10/25/2016	-1	15	150930	KWH	0.42	G		
	D	10/25/2016 9:45	10/25/2016	-1	15	150945	KWH	0.56	G		
	D	10/25/2016 10:00	10/25/2016	-1	15	151000	KWH	0.672	G		
	D	10/25/2016 10:15	10/25/2016	-1	15	151015	KWH	0.772	G		
	D	10/25/2016 10:30	10/25/2016	-1	15	151030	KWH	0.84	G		
	D	10/25/2016 10:45	10/25/2016	-1	15	151045	KWH	0.608	G		
	D	10/25/2016 11:00	10/25/2016	-1	15	151100	KWH	0.416	G		
	D	10/25/2016 11:15	10/25/2016	-1	15	151115	KWH	0.428	G		
	D	10/25/2016 11:30	10/25/2016	-1	15	151130	KWH	0.464	G		
	D	10/25/2016 11:45	10/25/2016	-1	15	151145	KWH	0.42	G		
	D	10/25/2016 12:00	10/25/2016	-1	15	151200	KWH	0.628	G		
	D	10/25/2016 12:15	10/25/2016	-1	15	151215	KWH	0.188	G		
	D	10/25/2016 12:30	10/25/2016	-1	15	151230	KWH	0.228	G		
	D	10/25/2016 12:45	10/25/2016	-1	15	151245	KWH	0.444	G		
	D	10/25/2016 13:00	10/25/2016	-1	15	151300	KWH	0.3	G		
	D	10/25/2016 13:15	10/25/2016	-1	15	151315	KWH	0.58	G		
	D	10/25/2016 13:30	10/25/2016	-1	15	151330	KWH	0.62	G		
	D	10/25/2016 13:45	10/25/2016	-1	15	151345	KWH	0.608	G		
	D	10/25/2016 14:00	10/25/2016	-1	15	151400	KWH	0.612	G		
	D	10/25/2016 14:15	10/25/2016	-1	15	151415	KWH	0.52	G		
	D	10/25/2016 14:30	10/25/2016	-1	15	151430	KWH	0.572	G		
	D	10/25/2016 14:45	10/25/2016	-1	15	151445	KWH	0.6	G		
	D	10/25/2016 15:00	10/25/2016	-1	15	151500	KWH	0.52	G		
	D	10/25/2016 15:15	10/25/2016	-1	15	151515	KWH	0.464	G		
	D	10/25/2016 15:30	10/25/2016	-1	15	151530	KWH	0.316	G		
	D	10/25/2016 15:45	10/25/2016	-1	15	151545	KWH	0.3	G		
	D	10/25/2016 16:00	10/25/2016	-1	15	151600	KWH	0.304	G		
	D	10/25/2016 16:15	10/25/2016	-1	15	151615	KWH	0.332	G		
	D	10/25/2016 16:30	10/25/2016	-1	15	151630	KWH	0.304	G		
	D	10/25/2016 16:45	10/25/2016	-1	15	151645	KWH	0.292	G		
	D	10/25/2016 17:00	10/25/2016	-1	15	151700	KWH	0.332	G		
	D	10/25/2016 17:15	10/25/2016	-1	15	151715	KWH	0.272	G		
	D	10/25/2016 17:30	10/25/2016	-1	15	151730	KWH	0.152	G		
	D	10/25/2016 17:45	10/25/2016	-1	15	151745	KWH	0.116	G		
	D	10/25/2016 18:00	10/25/2016	-1	15	151800	KWH	0.112	G		
	D	10/25/2016 18:15	10/25/2016	-1	15	151815	KWH	0.144	G		
	D	10/25/2016 18:30	10/25/2016	-1	15	151830	KWH	0.16	G		
	D	10/25/2016 18:45	10/25/2016	-1	15	151845	KWH	0.236	G		
	D	10/25/2016 19:00	10/25/2016	-1	15	151900	KWH	0.208	G		
	D	10/25/2016 19:15	10/25/2016	-1	15	151915	KWH	0.204	G		
	D	10/25/2016 19:30	10/25/2016	-1	15	151930	KWH	0.24	G		
	D	10/25/2016 19:45	10/25/2016	-1	15	151945	KWH	0.2	G		
	D	10/25/2016 20:00	10/25/2016	-1	15	152000	KWH	0.232	G		
	D	10/25/2016 20:15	10/25/2016	-1	15	152015	KWH	0.192	G		
	D	10/25/2016 20:30	10/25/2016	-1	15	152030	KWH	0.192	G		
	D	10/25/2016 20:45	10/25/2016	-1	15	152045	KWH	0.332	G		
	D	10/25/2016 21:00	10/25/2016	-1	15	152100	KWH	0.184	G		
	D	10/25/2016 21:15	10/25/2016	-1	15	152115	KWH	0.232	G		
	D	10/25/2016 21:30	10/25/2016	-1	15	152130	KWH	0.212	G		
	D	10/25/2016 21:45	10/25/2016	-1	15	152145	KWH	0.208	G		
	D	10/25/2016 22:00	10/25/2016	-1	15	152200	KWH	0.236	G		
	D	10/25/2016 22:15	10/25/2016	-1	15	152215	KWH	0.2	G		
	D	10/25/2016 22:30	10/25/2016	-1	15	152230	KWH	0.24	G		
	D	10/25/2016 22:45	10/25/2016	-1	15	152245	KWH	0.208	G		
	D	10/25/2016 23:00	10/25/2016	-1	15	152300	KWH	0.212	G		
	D	10/25/2016 23:15	10/25/2016	-1	15	152315	KWH	0.22	G		
	D	10/25/2016 23:30	10/25/2016	-1	15	152330	KWH	0.184	G		
	D	10/25/2016 23:45	10/25/2016	-1	15	152345	KWH	0.332	G		
	D	10/26/2016 0:00	10/25/2016	-1	15	150000	KWH	0.188	G		
	D	10/26/2016 0:15	10/26/2016	-1	15	150015	KWH	0.2	G		
	D	10/26/2016 0:30	10/26/2016	-1	15	150030	KWH	0.228	G		
	D	10/26/2016 0:45	10/26/2016	-1	15	150045	KWH	0.204	G		
	D	10/26/2016 1:00	10/26/2016	-1	15	150100	KWH	0.24	G		
	D	10/26/2016 1:15	10/26/2016	-1	15	150115	KWH	0.2	G		
	D	10/26/2016 1:30	10/26/2016	-1	15	150130	KWH	0.22	G		
	D	10/26/2016 1:45	10/26/2016	-1	15	150145	KWH	0.232	G		
	D	10/26/2016 2:00	10/26/2016	-1	15	150200	KWH	0.3	G		
	D	10/26/2016 2:15	10/26/2016	-1	15	150215	KWH	0.224	G		
	D	10/26/2016 2:30	10/26/2016	-1	15	150230	KWH	0.176	G		
	D	10/26/2016 2:45	10/26/2016	-1	15	150245	KWH	0.212	G		
	D	10/26/2016 3:00	10/26/2016	-1	15	150300	KWH	0.208	G		
	D	10/26/2016 3:15	10/26/2016	-1	15	150315	KWH	0.192	G		
	D	10/26/2016 3:30	10/26/2016	-1	15	150330	KWH	0.3	G		
	D	10/26/2016 3:45	10/26/2016	-1	15	150345	KWH	0.196	G		
	D	10/26/2016 4:00	10/26/2016	-1	15	150400	KWH	0.24	G		
	D	10/26/2016 4:15	10/26/2016	-1	15	150415	KWH	0.352	G		
	D	10/26/2016 4:30	10/26/2016	-1	15	150430	KWH	0.24	G		
	D	10/26/2016 4:45	10/26/2016	-1	15	150445	KWH	0.18	G		
	D	10/26/2016 5:00	10/26/2016	-1	15	150500	KWH	0.224	G		
	D	10/26/2016 5:15	10/26/2016	-1	15	150515	KWH	0.204	G		
	D	10/26/2016 5:30	10/26/2016	-1	15	150530	KWH	0.192	G		
	D	10/26/2016 5:45	10/26/2016	-1	15	150545	KWH	0.22	G		
	D	10/26/2016 6:00	10/26/2016	-1	15	150600	KWH	0.268	G		
	D	10/26/2016 6:15	10/26/2016	-1	15	150615	KWH	0.228	G		
	D	10/26/2016 6:30	10/26/2016	-1	15	150630	KWH	0.216	G		
	D	10/26/2016 6:45	10/26/2016	-1	15	150645	KWH	0.212	G		
	D	10/26/2016 7:00	10/26/2016	-1	15	150700	KWH	0.264	G		
	D	10/26/2016 7:15	10/26/2016	-1	15	150715	KWH	0.548	G		
	D	10/26/2016 7:30	10/26/2016	-1	15	150730	KWH	0.552	G		
	D	10/26/2016 7:45	10/26/2016	-1	15	150745	KWH	0.56	G		
	D	10/26/2016 8:00	10/26/2016	-1	15	150800	KWH	0.5	G		
	D	10/26/2016 8:15	10/26/2016	-1	15	150815	KWH	0.42	G		
	D	10/26/2016 8:30	10/26/2016	-1	15	150830	KWH	0.376	G		
	D	10/26/2016 8:45	10/26/2016	-1	15	150845	KWH	0.44	G		
	D	10/26/2016 9:00	10/26/2016	-1	15	150900	KWH	0.404	G		
	D	10/26/2016 9:15	10/26/2016	-1	15	150915	KWH	0.872	G		
	D	10/26/2016 9:30	10/26/2016	-1	15	150930	KWH	1.024	G		
	D	10/26/2016 9:45	10/26/2016	-1	15	150945	KWH	0.7	G		
	D	10/26/2016 10:00	10/26/2016	-1	15	151000	KWH	0.756	G		
	D	10/26/2016 10:15	10/26/2016	-1	15	151015	KWH	0.728	G		
	D	10/26/2016 10:30	10/26/2016	-1	15	151030	KWH	0.84	G		
	D	10/26/2016 10:45	10/26/2016	-1	15	151045	KWH	0.708	G		
	D	10/26/2016 11:00	10/26/2016	-1	15	151100	KWH	0.8	G		
	D	10/26/2016 11:15	10/26/2016	-1	15	151115	KWH	0.704	G		
	D	10/26/2016 11:30	10/26/2016	-1	15	151130	KWH	0.692	G		
	D	10/26/2016 11:45	10/26/2016	-1	15	151145	KWH	1.076	G		
	D	10/26/2016 12:00	10/26/2016	-1	15	151200	KWH	0.572	G		
	D	10/26/2016 12:15	10/26/2016	-1	15	151215	KWH	0.388	G		
	D	10/26/2016 12:30	10/26/2016	-1	15	151230	KWH	0.552	G		
	D	10/26/2016 12:45	10/26/2016	-1	15	151245	KWH	0.576	G		
	D	10/26/2016 13:00	10/26/2016	-1	15	151300	KWH	0.692	G		
	D	10/26/2016 13:15	10/26/2016	-1	15	151315	KWH	0.692	G		
	D	10/26/2016 13:30	10/26/2016	-1	15	151330	KWH	0.856	G		
	D	10/26/2016 13:45	10/26/2016	-1	15	151345	KWH	0.772	G		
	D	10/26/2016 14:00	10/26/2016	-1	15	151400	KWH	0.68	G		
	D	10/26/2016 14:15	10/26/2016	-1	15	151415	KWH	0.704	G		
	D	10/26/2016 14:30	10/26/2016	-1	15	151430	KWH	0.58	G		
	D	10/26/2016 14:45	10/26/2016	-1	15	151445	KWH	0.56	G		
	D	10/26/2016 15:00	10/26/2016	-1	15	151500	KWH	0.592	G		
	D	10/26/2016 15:15	10/26/2016	-1	15	151515	KWH	0.504	G		
	D	10/26/2016 15:30	10/26/2016	-1	15	151530	KWH	0.364	G		
	D	10/26/2016 15:45	10/26/2016	-1	15	151545	KWH	0.276	G		
	D	10/26/2016 16:00	10/26/2016	-1	15	151600	KWH	0.26	G		
	D	10/26/2016 16:15	10/26/2016	-1	15	151615	KWH	0.328	G		
	D	10/26/2016 16:30	10/26/2016	-1	15	151630	KWH	0.312	G		
	D	10/26/2016 16:45	10/26/2016	-1	15	151645	KWH	0.296	G		
	D	10/26/2016 17:00	10/26/2016	-1	15	151700	KWH	0.328	G		
	D	10/26/2016 17:15	10/26/2016	-1	15	151715	KWH	0.428	G		
	D	10/26/2016 17:30	10/26/2016	-1	15	151730	KWH	0.304	G		
	D	10/26/2016 17:45	10/26/2016	-1	15	151745	KWH	0.276	G		
	D	10/26/2016 18:00	10/26/2016	-1	15	151800	KWH	0.14	G		
	D	10/26/2016 18:15	10/26/2016	-1	15	151815	KWH	0.124	G		
	D	10/26/2016 18:30	10/26/2016	-1	15	151830	KWH	0.168	G		
	D	10/26/2016 18:45	10/26/2016	-1	15	151845	KWH	0.228	G		
	D	10/26/2016 19:00	10/26/2016	-1	15	151900	KWH	0.2	G		
	D	10/26/2016 19:15	10/26/2016	-1	15	151915	KWH	0.228	G		
	D	10/26/2016 19:30	10/26/2016	-1	15	151930	KWH	0.22	G		
	D	10/26/2016 19:45	10/26/2016	-1	15	151945	KWH	0.188	G		
	D	10/26/2016 20:00	10/26/2016	-1	15	152000	KWH	0.228	G		
	D	10/26/2016 20:15	10/26/2016	-1	15	152015	KWH	0.192	G		
	D	10/26/2016 20:30	10/26/2016	-1	15	152030	KWH	0.204	G		
	D	10/26/2016 20:45	10/26/2016	-1	15	152045	KWH	0.208	G		
	D	10/26/2016 21:00	10/26/2016	-1	15	152100	KWH	0.168	G		
	D	10/26/2016 21:15	10/26/2016	-1	15	152115	KWH	0.228	G		
	D	10/26/2016 21:30	10/26/2016	-1	15	152130	KWH	0.204	G		
	D	10/26/2016 21:45	10/26/2016	-1	15	152145	KWH	0.268	G		
	D	10/26/2016 22:00	10/26/2016	-1	15	152200	KWH	0.288	G		
	D	10/26/2016 22:15	10/26/2016	-1	15	152215	KWH	0.18	G		
	D	10/26/2016 22:30	10/26/2016	-1	15	152230	KWH	0.24	G		
	D	10/26/2016 22:45	10/26/2016	-1	15	152245	KWH	0.204	G		
	D	10/26/2016 23:00	10/26/2016	-1	15	152300	KWH	0.22	G		
	D	10/26/2016 23:15	10/26/2016	-1	15	152315	KWH	0.216	G		
	D	10/26/2016 23:30	10/26/2016	-1	15	152330	KWH	0.168	G		
	D	10/26/2016 23:45	10/26/2016	-1	15	152345	KWH	0.22	G		
	D	10/27/2016 0:00	10/26/2016	-1	15	150000	KWH	0.188	G		
	D	10/27/2016 0:15	10/27/2016	-1	15	150015	KWH	0.2	G		
	D	10/27/2016 0:30	10/27/2016	-1	15	150030	KWH	0.204	G		
	D	10/27/2016 0:45	10/27/2016	-1	15	150045	KWH	0.192	G		
	D	10/27/2016 1:00	10/27/2016	-1	15	150100	KWH	0.24	G		
	D	10/27/2016 1:15	10/27/2016	-1	15	150115	KWH	0.2	G		
	D	10/27/2016 1:30	10/27/2016	-1	15	150130	KWH	0.224	G		
	D	10/27/2016 1:45	10/27/2016	-1	15	150145	KWH	0.212	G		
	D	10/27/2016 2:00	10/27/2016	-1	15	150200	KWH	0.316	G		
	D	10/27/2016 2:15	10/27/2016	-1	15	150215	KWH	0.228	G		
	D	10/27/2016 2:30	10/27/2016	-1	15	150230	KWH	0.18	G		
	D	10/27/2016 2:45	10/27/2016	-1	15	150245	KWH	0.212	G		
	D	10/27/2016 3:00	10/27/2016	-1	15	150300	KWH	0.188	G		
	D	10/27/2016 3:15	10/27/2016	-1	15	150315	KWH	0.184	G		
	D	10/27/2016 3:30	10/27/2016	-1	15	150330	KWH	0.22	G		
	D	10/27/2016 3:45	10/27/2016	-1	15	150345	KWH	0.188	G		
	D	10/27/2016 4:00	10/27/2016	-1	15	150400	KWH	0.232	G		
	D	10/27/2016 4:15	10/27/2016	-1	15	150415	KWH	0.204	G		
	D	10/27/2016 4:30	10/27/2016	-1	15	150430	KWH	0.204	G		
	D	10/27/2016 4:45	10/27/2016	-1	15	150445	KWH	0.236	G		
	D	10/27/2016 5:00	10/27/2016	-1	15	150500	KWH	0.18	G		
	D	10/27/2016 5:15	10/27/2016	-1	15	150515	KWH	0.26	G		
	D	10/27/2016 5:30	10/27/2016	-1	15	150530	KWH	0.292	G		
	D	10/27/2016 5:45	10/27/2016	-1	15	150545	KWH	0.216	G		
	D	10/27/2016 6:00	10/27/2016	-1	15	150600	KWH	0.224	G		
	D	10/27/2016 6:15	10/27/2016	-1	15	150615	KWH	0.22	G		
	D	10/27/2016 6:30	10/27/2016	-1	15	150630	KWH	0.184	G		
	D	10/27/2016 6:45	10/27/2016	-1	15	150645	KWH	0.216	G		
	D	10/27/2016 7:00	10/27/2016	-1	15	150700	KWH	0.228	G		
	D	10/27/2016 7:15	10/27/2016	-1	15	150715	KWH	0.412	G		
	D	10/27/2016 7:30	10/27/2016	-1	15	150730	KWH	0.516	G		
	D	10/27/2016 7:45	10/27/2016	-1	15	150745	KWH	0.4	G		
	D	10/27/2016 8:00	10/27/2016	-1	15	150800	KWH	0.428	G		
	D	10/27/2016 8:15	10/27/2016	-1	15	150815	KWH	0.416	G		
	D	10/27/2016 8:30	10/27/2016	-1	15	150830	KWH	0.568	G		
	D	10/27/2016 8:45	10/27/2016	-1	15	150845	KWH	0.748	G		
	D	10/27/2016 9:00	10/27/2016	-1	15	150900	KWH	0.624	G		
	D	10/27/2016 9:15	10/27/2016	-1	15	150915	KWH	0.72	G		
	D	10/27/2016 9:30	10/27/2016	-1	15	150930	KWH	0.688	G		
	D	10/27/2016 9:45	10/27/2016	-1	15	150945	KWH	0.692	G		
	D	10/27/2016 10:00	10/27/2016	-1	15	151000	KWH	0.832	G		
	D	10/27/2016 10:15	10/27/2016	-1	15	151015	KWH	0.724	G		
	D	10/27/2016 10:30	10/27/2016	-1	15	151030	KWH	0.848	G		
	D	10/27/2016 10:45	10/27/2016	-1	15	151045	KWH	0.82	G		
	D	10/27/2016 11:00	10/27/2016	-1	15	151100	KWH	0.824	G		
	D	10/27/2016 11:15	10/27/2016	-1	15	151115	KWH	0.876	G		
	D	10/27/2016 11:30	10/27/2016	-1	15	151130	KWH	0.72	G		
	D	10/27/2016 11:45	10/27/2016	-1	15	151145	KWH	0.792	G		
	D	10/27/2016 12:00	10/27/2016	-1	15	151200	KWH	0.748	G		
	D	10/27/2016 12:15	10/27/2016	-1	15	151215	KWH	0.832	G		
	D	10/27/2016 12:30	10/27/2016	-1	15	151230	KWH	0.772	G		
	D	10/27/2016 12:45	10/27/2016	-1	15	151245	KWH	1.652	G		
	D	10/27/2016 13:00	10/27/2016	-1	15	151300	KWH	1.796	G		
	D	10/27/2016 13:15	10/27/2016	-1	15	151315	KWH	0.572	G		
	D	10/27/2016 13:30	10/27/2016	-1	15	151330	KWH	0.584	G		
	D	10/27/2016 13:45	10/27/2016	-1	15	151345	KWH	1.488	G		
	D	10/27/2016 14:00	10/27/2016	-1	15	151400	KWH	1.316	G		
	D	10/27/2016 14:15	10/27/2016	-1	15	151415	KWH	0.708	G		
	D	10/27/2016 14:30	10/27/2016	-1	15	151430	KWH	0.632	G		
	D	10/27/2016 14:45	10/27/2016	-1	15	151445	KWH	1.248	G		
	D	10/27/2016 15:00	10/27/2016	-1	15	151500	KWH	1.576	G		
	D	10/27/2016 15:15	10/27/2016	-1	15	151515	KWH	0.54	G		
	D	10/27/2016 15:30	10/27/2016	-1	15	151530	KWH	0.392	G		
	D	10/27/2016 15:45	10/27/2016	-1	15	151545	KWH	0.268	G		
	D	10/27/2016 16:00	10/27/2016	-1	15	151600	KWH	0.328	G		
	D	10/27/2016 16:15	10/27/2016	-1	15	151615	KWH	0.304	G		
	D	10/27/2016 16:30	10/27/2016	-1	15	151630	KWH	0.312	G		
	D	10/27/2016 16:45	10/27/2016	-1	15	151645	KWH	0.352	G		
	D	10/27/2016 17:00	10/27/2016	-1	15	151700	KWH	0.304	G		
	D	10/27/2016 17:15	10/27/2016	-1	15	151715	KWH	0.388	G		
	D	10/27/2016 17:30	10/27/2016	-1	15	151730	KWH	0.116	G		
	D	10/27/2016 17:45	10/27/2016	-1	15	151745	KWH	0.12	G		
	D	10/27/2016 18:00	10/27/2016	-1	15	151800	KWH	0.148	G		
	D	10/27/2016 18:15	10/27/2016	-1	15	151815	KWH	0.16	G		
	D	10/27/2016 18:30	10/27/2016	-1	15	151830	KWH	0.248	G		
	D	10/27/2016 18:45	10/27/2016	-1	15	151845	KWH	0.264	G		
	D	10/27/2016 19:00	10/27/2016	-1	15	151900	KWH	0.216	G		
	D	10/27/2016 19:15	10/27/2016	-1	15	151915	KWH	0.244	G		
	D	10/27/2016 19:30	10/27/2016	-1	15	151930	KWH	0.252	G		
	D	10/27/2016 19:45	10/27/2016	-1	15	151945	KWH	0.248	G		
	D	10/27/2016 20:00	10/27/2016	-1	15	152000	KWH	0.192	G		
	D	10/27/2016 20:15	10/27/2016	-1	15	152015	KWH	0.248	G		
	D	10/27/2016 20:30	10/27/2016	-1	15	152030	KWH	0.224	G		
	D	10/27/2016 20:45	10/27/2016	-1	15	152045	KWH	0.204	G		
	D	10/27/2016 21:00	10/27/2016	-1	15	152100	KWH	0.228	G		
	D	10/27/2016 21:15	10/27/2016	-1	15	152115	KWH	0.172	G		
	D	10/27/2016 21:30	10/27/2016	-1	15	152130	KWH	0.224	G		
	D	10/27/2016 21:45	10/27/2016	-1	15	152145	KWH	0.208	G		
	D	10/27/2016 22:00	10/27/2016	-1	15	152200	KWH	0.324	G		
	D	10/27/2016 22:15	10/27/2016	-1	15	152215	KWH	0.248	G		
	D	10/27/2016 22:30	10/27/2016	-1	15	152230	KWH	0.192	G		
	D	10/27/2016 22:45	10/27/2016	-1	15	152245	KWH	0.244	G		
	D	10/27/2016 23:00	10/27/2016	-1	15	152300	KWH	0.224	G		
	D	10/27/2016 23:15	10/27/2016	-1	15	152315	KWH	0.22	G		
