SA ID	ener_dir_cd	elec_intvl_end_dttm	usg_dt	dst_shft_amt	intvl_lgth	intvl_tm_sk	uom	usgAmount	vee_sta_cd		
	D	7/1/2016 0:15	7/1/2016	-1	15	150015	KWH	0.284	G		
	D	7/1/2016 0:30	7/1/2016	-1	15	150030	KWH	0.244	G		
	D	7/1/2016 0:45	7/1/2016	-1	15	150045	KWH	0.284	G		
	D	7/1/2016 1:00	7/1/2016	-1	15	150100	KWH	0.28	G	Monthly Energy Consumption	Demand
	D	7/1/2016 1:15	7/1/2016	-1	15	150115	KWH	0.28	G	2610.752	5.968
	D	7/1/2016 1:30	7/1/2016	-1	15	150130	KWH	0.248	G		
	D	7/1/2016 1:45	7/1/2016	-1	15	150145	KWH	0.284	G		
	D	7/1/2016 2:00	7/1/2016	-1	15	150200	KWH	0.28	G		
	D	7/1/2016 2:15	7/1/2016	-1	15	150215	KWH	0.28	G		
	D	7/1/2016 2:30	7/1/2016	-1	15	150230	KWH	0.244	G		
	D	7/1/2016 2:45	7/1/2016	-1	15	150245	KWH	0.332	G		
	D	7/1/2016 3:00	7/1/2016	-1	15	150300	KWH	0.236	G		
	D	7/1/2016 3:15	7/1/2016	-1	15	150315	KWH	0.288	G		
	D	7/1/2016 3:30	7/1/2016	-1	15	150330	KWH	0.288	G		
	D	7/1/2016 3:45	7/1/2016	-1	15	150345	KWH	0.288	G		
	D	7/1/2016 4:00	7/1/2016	-1	15	150400	KWH	0.288	G		
	D	7/1/2016 4:15	7/1/2016	-1	15	150415	KWH	0.284	G		
	D	7/1/2016 4:30	7/1/2016	-1	15	150430	KWH	0.268	G		
	D	7/1/2016 4:45	7/1/2016	-1	15	150445	KWH	0.252	G		
	D	7/1/2016 5:00	7/1/2016	-1	15	150500	KWH	0.288	G		
	D	7/1/2016 5:15	7/1/2016	-1	15	150515	KWH	0.424	G		
	D	7/1/2016 5:30	7/1/2016	-1	15	150530	KWH	0.264	G		
	D	7/1/2016 5:45	7/1/2016	-1	15	150545	KWH	0.252	G		
	D	7/1/2016 6:00	7/1/2016	-1	15	150600	KWH	0.212	G		
	D	7/1/2016 6:15	7/1/2016	-1	15	150615	KWH	0.192	G		
	D	7/1/2016 6:30	7/1/2016	-1	15	150630	KWH	0.156	G		
	D	7/1/2016 6:45	7/1/2016	-1	15	150645	KWH	0.168	G		
	D	7/1/2016 7:00	7/1/2016	-1	15	150700	KWH	0.192	G		
	D	7/1/2016 7:15	7/1/2016	-1	15	150715	KWH	1.616	G		
	D	7/1/2016 7:30	7/1/2016	-1	15	150730	KWH	2.296	G		
	D	7/1/2016 7:45	7/1/2016	-1	15	150745	KWH	1.02	G		
	D	7/1/2016 8:00	7/1/2016	-1	15	150800	KWH	2.44	G		
	D	7/1/2016 8:15	7/1/2016	-1	15	150815	KWH	1.724	G		
	D	7/1/2016 8:30	7/1/2016	-1	15	150830	KWH	2.232	G		
	D	7/1/2016 8:45	7/1/2016	-1	15	150845	KWH	0.852	G		
	D	7/1/2016 9:00	7/1/2016	-1	15	150900	KWH	1.516	G		
	D	7/1/2016 9:15	7/1/2016	-1	15	150915	KWH	0.776	G		
	D	7/1/2016 9:30	7/1/2016	-1	15	150930	KWH	2.788	G		
	D	7/1/2016 9:45	7/1/2016	-1	15	150945	KWH	1.476	G		
	D	7/1/2016 10:00	7/1/2016	-1	15	151000	KWH	2.212	G		
	D	7/1/2016 10:15	7/1/2016	-1	15	151015	KWH	1.564	G		
	D	7/1/2016 10:30	7/1/2016	-1	15	151030	KWH	2.64	G		
	D	7/1/2016 10:45	7/1/2016	-1	15	151045	KWH	1.192	G		
	D	7/1/2016 11:00	7/1/2016	-1	15	151100	KWH	2.416	G		
	D	7/1/2016 11:15	7/1/2016	-1	15	151115	KWH	1.54	G		
	D	7/1/2016 11:30	7/1/2016	-1	15	151130	KWH	1.896	G		
	D	7/1/2016 11:45	7/1/2016	-1	15	151145	KWH	1.724	G		
	D	7/1/2016 12:00	7/1/2016	-1	15	151200	KWH	2.32	G		
	D	7/1/2016 12:15	7/1/2016	-1	15	151215	KWH	2.716	G		
	D	7/1/2016 12:30	7/1/2016	-1	15	151230	KWH	3.788	G		
	D	7/1/2016 12:45	7/1/2016	-1	15	151245	KWH	4.856	G		
	D	7/1/2016 13:00	7/1/2016	-1	15	151300	KWH	4.06	G		
	D	7/1/2016 13:15	7/1/2016	-1	15	151315	KWH	4.808	G		
	D	7/1/2016 13:30	7/1/2016	-1	15	151330	KWH	3.032	G		
	D	7/1/2016 13:45	7/1/2016	-1	15	151345	KWH	2.968	G		
	D	7/1/2016 14:00	7/1/2016	-1	15	151400	KWH	3.192	G		
	D	7/1/2016 14:15	7/1/2016	-1	15	151415	KWH	3.34	G		
	D	7/1/2016 14:30	7/1/2016	-1	15	151430	KWH	4.796	G		
	D	7/1/2016 14:45	7/1/2016	-1	15	151445	KWH	4.06	G		
	D	7/1/2016 15:00	7/1/2016	-1	15	151500	KWH	3.536	G		
	D	7/1/2016 15:15	7/1/2016	-1	15	151515	KWH	2.008	G		
	D	7/1/2016 15:30	7/1/2016	-1	15	151530	KWH	1.912	G		
	D	7/1/2016 15:45	7/1/2016	-1	15	151545	KWH	1.908	G		
	D	7/1/2016 16:00	7/1/2016	-1	15	151600	KWH	2.012	G		
	D	7/1/2016 16:15	7/1/2016	-1	15	151615	KWH	1.544	G		
	D	7/1/2016 16:30	7/1/2016	-1	15	151630	KWH	1.632	G		
	D	7/1/2016 16:45	7/1/2016	-1	15	151645	KWH	1.952	G		
	D	7/1/2016 17:00	7/1/2016	-1	15	151700	KWH	1.264	G		
	D	7/1/2016 17:15	7/1/2016	-1	15	151715	KWH	1.912	G		
	D	7/1/2016 17:30	7/1/2016	-1	15	151730	KWH	1.332	G		
	D	7/1/2016 17:45	7/1/2016	-1	15	151745	KWH	1.788	G		
	D	7/1/2016 18:00	7/1/2016	-1	15	151800	KWH	1.18	G		
	D	7/1/2016 18:15	7/1/2016	-1	15	151815	KWH	0.148	G		
	D	7/1/2016 18:30	7/1/2016	-1	15	151830	KWH	0.14	G		
	D	7/1/2016 18:45	7/1/2016	-1	15	151845	KWH	0.112	G		
	D	7/1/2016 19:00	7/1/2016	-1	15	151900	KWH	0.152	G		
	D	7/1/2016 19:15	7/1/2016	-1	15	151915	KWH	0.148	G		
	D	7/1/2016 19:30	7/1/2016	-1	15	151930	KWH	0.148	G		
	D	7/1/2016 19:45	7/1/2016	-1	15	151945	KWH	0.148	G		
	D	7/1/2016 20:00	7/1/2016	-1	15	152000	KWH	0.144	G		
	D	7/1/2016 20:15	7/1/2016	-1	15	152015	KWH	0.112	G		
	D	7/1/2016 20:30	7/1/2016	-1	15	152030	KWH	0.18	G		
	D	7/1/2016 20:45	7/1/2016	-1	15	152045	KWH	0.232	G		
	D	7/1/2016 21:00	7/1/2016	-1	15	152100	KWH	0.232	G		
	D	7/1/2016 21:15	7/1/2016	-1	15	152115	KWH	0.236	G		
	D	7/1/2016 21:30	7/1/2016	-1	15	152130	KWH	0.24	G		
	D	7/1/2016 21:45	7/1/2016	-1	15	152145	KWH	0.204	G		
	D	7/1/2016 22:00	7/1/2016	-1	15	152200	KWH	0.26	G		
	D	7/1/2016 22:15	7/1/2016	-1	15	152215	KWH	0.236	G		
	D	7/1/2016 22:30	7/1/2016	-1	15	152230	KWH	0.232	G		
	D	7/1/2016 22:45	7/1/2016	-1	15	152245	KWH	0.248	G		
	D	7/1/2016 23:00	7/1/2016	-1	15	152300	KWH	0.24	G		
	D	7/1/2016 23:15	7/1/2016	-1	15	152315	KWH	0.38	G		
	D	7/1/2016 23:30	7/1/2016	-1	15	152330	KWH	0.248	G		
	D	7/1/2016 23:45	7/1/2016	-1	15	152345	KWH	0.248	G		
	D	7/2/2016 0:00	7/1/2016	-1	15	150000	KWH	0.248	G		
	D	7/2/2016 0:15	7/2/2016	-1	15	150015	KWH	0.236	G		
	D	7/2/2016 0:30	7/2/2016	-1	15	150030	KWH	0.208	G		
	D	7/2/2016 0:45	7/2/2016	-1	15	150045	KWH	0.244	G		
	D	7/2/2016 1:00	7/2/2016	-1	15	150100	KWH	0.244	G		
	D	7/2/2016 1:15	7/2/2016	-1	15	150115	KWH	0.248	G		
	D	7/2/2016 1:30	7/2/2016	-1	15	150130	KWH	0.236	G		
	D	7/2/2016 1:45	7/2/2016	-1	15	150145	KWH	0.204	G		
	D	7/2/2016 2:00	7/2/2016	-1	15	150200	KWH	0.244	G		
	D	7/2/2016 2:15	7/2/2016	-1	15	150215	KWH	0.248	G		
	D	7/2/2016 2:30	7/2/2016	-1	15	150230	KWH	0.24	G		
	D	7/2/2016 2:45	7/2/2016	-1	15	150245	KWH	0.204	G		
	D	7/2/2016 3:00	7/2/2016	-1	15	150300	KWH	0.248	G		
	D	7/2/2016 3:15	7/2/2016	-1	15	150315	KWH	0.248	G		
	D	7/2/2016 3:30	7/2/2016	-1	15	150330	KWH	0.232	G		
	D	7/2/2016 3:45	7/2/2016	-1	15	150345	KWH	0.208	G		
	D	7/2/2016 4:00	7/2/2016	-1	15	150400	KWH	0.244	G		
	D	7/2/2016 4:15	7/2/2016	-1	15	150415	KWH	0.244	G		
	D	7/2/2016 4:30	7/2/2016	-1	15	150430	KWH	0.22	G		
	D	7/2/2016 4:45	7/2/2016	-1	15	150445	KWH	0.216	G		
	D	7/2/2016 5:00	7/2/2016	-1	15	150500	KWH	0.24	G		
	D	7/2/2016 5:15	7/2/2016	-1	15	150515	KWH	0.244	G		
	D	7/2/2016 5:30	7/2/2016	-1	15	150530	KWH	0.196	G		
	D	7/2/2016 5:45	7/2/2016	-1	15	150545	KWH	0.36	G		
	D	7/2/2016 6:00	7/2/2016	-1	15	150600	KWH	0.156	G		
	D	7/2/2016 6:15	7/2/2016	-1	15	150615	KWH	0.14	G		
	D	7/2/2016 6:30	7/2/2016	-1	15	150630	KWH	0.112	G		
	D	7/2/2016 6:45	7/2/2016	-1	15	150645	KWH	0.152	G		
	D	7/2/2016 7:00	7/2/2016	-1	15	150700	KWH	0.148	G		
	D	7/2/2016 7:15	7/2/2016	-1	15	150715	KWH	0.104	G		
	D	7/2/2016 7:30	7/2/2016	-1	15	150730	KWH	0.136	G		
	D	7/2/2016 7:45	7/2/2016	-1	15	150745	KWH	0.192	G		
	D	7/2/2016 8:00	7/2/2016	-1	15	150800	KWH	0.104	G		
	D	7/2/2016 8:15	7/2/2016	-1	15	150815	KWH	0.136	G		
	D	7/2/2016 8:30	7/2/2016	-1	15	150830	KWH	0.136	G		
	D	7/2/2016 8:45	7/2/2016	-1	15	150845	KWH	0.136	G		
	D	7/2/2016 9:00	7/2/2016	-1	15	150900	KWH	0.132	G		
	D	7/2/2016 9:15	7/2/2016	-1	15	150915	KWH	0.112	G		
	D	7/2/2016 9:30	7/2/2016	-1	15	150930	KWH	0.104	G		
	D	7/2/2016 9:45	7/2/2016	-1	15	150945	KWH	0.136	G		
	D	7/2/2016 10:00	7/2/2016	-1	15	151000	KWH	0.132	G		
	D	7/2/2016 10:15	7/2/2016	-1	15	151015	KWH	0.1	G		
	D	7/2/2016 10:30	7/2/2016	-1	15	151030	KWH	0.112	G		
	D	7/2/2016 10:45	7/2/2016	-1	15	151045	KWH	0.132	G		
	D	7/2/2016 11:00	7/2/2016	-1	15	151100	KWH	0.132	G		
	D	7/2/2016 11:15	7/2/2016	-1	15	151115	KWH	0.088	G		
	D	7/2/2016 11:30	7/2/2016	-1	15	151130	KWH	0.116	G		
	D	7/2/2016 11:45	7/2/2016	-1	15	151145	KWH	0.272	G		
	D	7/2/2016 12:00	7/2/2016	-1	15	151200	KWH	0.132	G		
	D	7/2/2016 12:15	7/2/2016	-1	15	151215	KWH	0.1	G		
	D	7/2/2016 12:30	7/2/2016	-1	15	151230	KWH	0.136	G		
	D	7/2/2016 12:45	7/2/2016	-1	15	151245	KWH	0.152	G		
	D	7/2/2016 13:00	7/2/2016	-1	15	151300	KWH	0.156	G		
	D	7/2/2016 13:15	7/2/2016	-1	15	151315	KWH	0.116	G		
	D	7/2/2016 13:30	7/2/2016	-1	15	151330	KWH	0.128	G		
	D	7/2/2016 13:45	7/2/2016	-1	15	151345	KWH	0.152	G		
	D	7/2/2016 14:00	7/2/2016	-1	15	151400	KWH	0.148	G		
	D	7/2/2016 14:15	7/2/2016	-1	15	151415	KWH	0.128	G		
	D	7/2/2016 14:30	7/2/2016	-1	15	151430	KWH	0.12	G		
	D	7/2/2016 14:45	7/2/2016	-1	15	151445	KWH	0.152	G		
	D	7/2/2016 15:00	7/2/2016	-1	15	151500	KWH	0.148	G		
	D	7/2/2016 15:15	7/2/2016	-1	15	151515	KWH	0.128	G		
	D	7/2/2016 15:30	7/2/2016	-1	15	151530	KWH	0.124	G		
	D	7/2/2016 15:45	7/2/2016	-1	15	151545	KWH	0.148	G		
	D	7/2/2016 16:00	7/2/2016	-1	15	151600	KWH	0.148	G		
	D	7/2/2016 16:15	7/2/2016	-1	15	151615	KWH	0.132	G		
	D	7/2/2016 16:30	7/2/2016	-1	15	151630	KWH	0.12	G		
	D	7/2/2016 16:45	7/2/2016	-1	15	151645	KWH	0.148	G		
	D	7/2/2016 17:00	7/2/2016	-1	15	151700	KWH	0.152	G		
	D	7/2/2016 17:15	7/2/2016	-1	15	151715	KWH	0.148	G		
	D	7/2/2016 17:30	7/2/2016	-1	15	151730	KWH	0.124	G		
	D	7/2/2016 17:45	7/2/2016	-1	15	151745	KWH	0.18	G		
	D	7/2/2016 18:00	7/2/2016	-1	15	151800	KWH	0.088	G		
	D	7/2/2016 18:15	7/2/2016	-1	15	151815	KWH	0.152	G		
	D	7/2/2016 18:30	7/2/2016	-1	15	151830	KWH	0.156	G		
	D	7/2/2016 18:45	7/2/2016	-1	15	151845	KWH	0.152	G		
	D	7/2/2016 19:00	7/2/2016	-1	15	151900	KWH	0.144	G		
	D	7/2/2016 19:15	7/2/2016	-1	15	151915	KWH	0.148	G		
	D	7/2/2016 19:30	7/2/2016	-1	15	151930	KWH	0.152	G		
	D	7/2/2016 19:45	7/2/2016	-1	15	151945	KWH	0.148	G		
	D	7/2/2016 20:00	7/2/2016	-1	15	152000	KWH	0.152	G		
	D	7/2/2016 20:15	7/2/2016	-1	15	152015	KWH	0.148	G		
	D	7/2/2016 20:30	7/2/2016	-1	15	152030	KWH	0.176	G		
	D	7/2/2016 20:45	7/2/2016	-1	15	152045	KWH	0.232	G		
	D	7/2/2016 21:00	7/2/2016	-1	15	152100	KWH	0.232	G		
	D	7/2/2016 21:15	7/2/2016	-1	15	152115	KWH	0.2	G		
	D	7/2/2016 21:30	7/2/2016	-1	15	152130	KWH	0.24	G		
	D	7/2/2016 21:45	7/2/2016	-1	15	152145	KWH	0.24	G		
	D	7/2/2016 22:00	7/2/2016	-1	15	152200	KWH	0.232	G		
	D	7/2/2016 22:15	7/2/2016	-1	15	152215	KWH	0.244	G		
	D	7/2/2016 22:30	7/2/2016	-1	15	152230	KWH	0.24	G		
	D	7/2/2016 22:45	7/2/2016	-1	15	152245	KWH	0.244	G		
	D	7/2/2016 23:00	7/2/2016	-1	15	152300	KWH	0.356	G		
	D	7/2/2016 23:15	7/2/2016	-1	15	152315	KWH	0.232	G		
	D	7/2/2016 23:30	7/2/2016	-1	15	152330	KWH	0.244	G		
	D	7/2/2016 23:45	7/2/2016	-1	15	152345	KWH	0.244	G		
	D	7/3/2016 0:00	7/2/2016	-1	15	150000	KWH	0.24	G		
	D	7/3/2016 0:15	7/3/2016	-1	15	150015	KWH	0.216	G		
	D	7/3/2016 0:30	7/3/2016	-1	15	150030	KWH	0.228	G		
	D	7/3/2016 0:45	7/3/2016	-1	15	150045	KWH	0.248	G		
	D	7/3/2016 1:00	7/3/2016	-1	15	150100	KWH	0.244	G		
	D	7/3/2016 1:15	7/3/2016	-1	15	150115	KWH	0.248	G		
	D	7/3/2016 1:30	7/3/2016	-1	15	150130	KWH	0.208	G		
	D	7/3/2016 1:45	7/3/2016	-1	15	150145	KWH	0.228	G		
	D	7/3/2016 2:00	7/3/2016	-1	15	150200	KWH	0.244	G		
	D	7/3/2016 2:15	7/3/2016	-1	15	150215	KWH	0.244	G		
	D	7/3/2016 2:30	7/3/2016	-1	15	150230	KWH	0.216	G		
	D	7/3/2016 2:45	7/3/2016	-1	15	150245	KWH	0.276	G		
	D	7/3/2016 3:00	7/3/2016	-1	15	150300	KWH	0.196	G		
	D	7/3/2016 3:15	7/3/2016	-1	15	150315	KWH	0.244	G		
	D	7/3/2016 3:30	7/3/2016	-1	15	150330	KWH	0.252	G		
	D	7/3/2016 3:45	7/3/2016	-1	15	150345	KWH	0.248	G		
	D	7/3/2016 4:00	7/3/2016	-1	15	150400	KWH	0.244	G		
	D	7/3/2016 4:15	7/3/2016	-1	15	150415	KWH	0.236	G		
	D	7/3/2016 4:30	7/3/2016	-1	15	150430	KWH	0.236	G		
	D	7/3/2016 4:45	7/3/2016	-1	15	150445	KWH	0.208	G		
	D	7/3/2016 5:00	7/3/2016	-1	15	150500	KWH	0.244	G		
	D	7/3/2016 5:15	7/3/2016	-1	15	150515	KWH	0.244	G		
	D	7/3/2016 5:30	7/3/2016	-1	15	150530	KWH	0.232	G		
	D	7/3/2016 5:45	7/3/2016	-1	15	150545	KWH	0.196	G		
	D	7/3/2016 6:00	7/3/2016	-1	15	150600	KWH	0.16	G		
	D	7/3/2016 6:15	7/3/2016	-1	15	150615	KWH	0.148	G		
	D	7/3/2016 6:30	7/3/2016	-1	15	150630	KWH	0.128	G		
	D	7/3/2016 6:45	7/3/2016	-1	15	150645	KWH	0.252	G		
	D	7/3/2016 7:00	7/3/2016	-1	15	150700	KWH	0.152	G		
	D	7/3/2016 7:15	7/3/2016	-1	15	150715	KWH	0.148	G		
	D	7/3/2016 7:30	7/3/2016	-1	15	150730	KWH	0.116	G		
	D	7/3/2016 7:45	7/3/2016	-1	15	150745	KWH	0.124	G		
	D	7/3/2016 8:00	7/3/2016	-1	15	150800	KWH	0.148	G		
	D	7/3/2016 8:15	7/3/2016	-1	15	150815	KWH	0.144	G		
	D	7/3/2016 8:30	7/3/2016	-1	15	150830	KWH	0.112	G		
	D	7/3/2016 8:45	7/3/2016	-1	15	150845	KWH	0.148	G		
	D	7/3/2016 9:00	7/3/2016	-1	15	150900	KWH	0.148	G		
	D	7/3/2016 9:15	7/3/2016	-1	15	150915	KWH	0.116	G		
	D	7/3/2016 9:30	7/3/2016	-1	15	150930	KWH	0.124	G		
	D	7/3/2016 9:45	7/3/2016	-1	15	150945	KWH	0.144	G		
	D	7/3/2016 10:00	7/3/2016	-1	15	151000	KWH	0.148	G		
	D	7/3/2016 10:15	7/3/2016	-1	15	151015	KWH	0.108	G		
	D	7/3/2016 10:30	7/3/2016	-1	15	151030	KWH	0.148	G		
	D	7/3/2016 10:45	7/3/2016	-1	15	151045	KWH	0.148	G		
	D	7/3/2016 11:00	7/3/2016	-1	15	151100	KWH	0.116	G		
	D	7/3/2016 11:15	7/3/2016	-1	15	151115	KWH	0.124	G		
	D	7/3/2016 11:30	7/3/2016	-1	15	151130	KWH	0.144	G		
	D	7/3/2016 11:45	7/3/2016	-1	15	151145	KWH	0.148	G		
	D	7/3/2016 12:00	7/3/2016	-1	15	151200	KWH	0.108	G		
	D	7/3/2016 12:15	7/3/2016	-1	15	151215	KWH	0.152	G		
	D	7/3/2016 12:30	7/3/2016	-1	15	151230	KWH	0.148	G		
	D	7/3/2016 12:45	7/3/2016	-1	15	151245	KWH	0.192	G		
	D	7/3/2016 13:00	7/3/2016	-1	15	151300	KWH	0.108	G		
	D	7/3/2016 13:15	7/3/2016	-1	15	151315	KWH	0.148	G		
	D	7/3/2016 13:30	7/3/2016	-1	15	151330	KWH	0.152	G		
	D	7/3/2016 13:45	7/3/2016	-1	15	151345	KWH	0.284	G		
	D	7/3/2016 14:00	7/3/2016	-1	15	151400	KWH	0.152	G		
	D	7/3/2016 14:15	7/3/2016	-1	15	151415	KWH	0.148	G		
	D	7/3/2016 14:30	7/3/2016	-1	15	151430	KWH	0.124	G		
	D	7/3/2016 14:45	7/3/2016	-1	15	151445	KWH	0.124	G		
	D	7/3/2016 15:00	7/3/2016	-1	15	151500	KWH	0.148	G		
	D	7/3/2016 15:15	7/3/2016	-1	15	151515	KWH	0.152	G		
	D	7/3/2016 15:30	7/3/2016	-1	15	151530	KWH	0.132	G		
	D	7/3/2016 15:45	7/3/2016	-1	15	151545	KWH	0.12	G		
	D	7/3/2016 16:00	7/3/2016	-1	15	151600	KWH	0.148	G		
	D	7/3/2016 16:15	7/3/2016	-1	15	151615	KWH	0.148	G		
	D	7/3/2016 16:30	7/3/2016	-1	15	151630	KWH	0.152	G		
	D	7/3/2016 16:45	7/3/2016	-1	15	151645	KWH	0.128	G		
	D	7/3/2016 17:00	7/3/2016	-1	15	151700	KWH	0.12	G		
	D	7/3/2016 17:15	7/3/2016	-1	15	151715	KWH	0.148	G		
	D	7/3/2016 17:30	7/3/2016	-1	15	151730	KWH	0.152	G		
	D	7/3/2016 17:45	7/3/2016	-1	15	151745	KWH	0.148	G		
	D	7/3/2016 18:00	7/3/2016	-1	15	151800	KWH	0.132	G		
	D	7/3/2016 18:15	7/3/2016	-1	15	151815	KWH	0.12	G		
	D	7/3/2016 18:30	7/3/2016	-1	15	151830	KWH	0.148	G		
	D	7/3/2016 18:45	7/3/2016	-1	15	151845	KWH	0.152	G		
	D	7/3/2016 19:00	7/3/2016	-1	15	151900	KWH	0.148	G		
	D	7/3/2016 19:15	7/3/2016	-1	15	151915	KWH	0.14	G		
	D	7/3/2016 19:30	7/3/2016	-1	15	151930	KWH	0.112	G		
	D	7/3/2016 19:45	7/3/2016	-1	15	151945	KWH	0.152	G		
	D	7/3/2016 20:00	7/3/2016	-1	15	152000	KWH	0.148	G		
	D	7/3/2016 20:15	7/3/2016	-1	15	152015	KWH	0.148	G		
	D	7/3/2016 20:30	7/3/2016	-1	15	152030	KWH	0.176	G		
	D	7/3/2016 20:45	7/3/2016	-1	15	152045	KWH	0.22	G		
	D	7/3/2016 21:00	7/3/2016	-1	15	152100	KWH	0.204	G		
	D	7/3/2016 21:15	7/3/2016	-1	15	152115	KWH	0.244	G		
	D	7/3/2016 21:30	7/3/2016	-1	15	152130	KWH	0.24	G		
	D	7/3/2016 21:45	7/3/2016	-1	15	152145	KWH	0.248	G		
	D	7/3/2016 22:00	7/3/2016	-1	15	152200	KWH	0.252	G		
	D	7/3/2016 22:15	7/3/2016	-1	15	152215	KWH	0.216	G		
	D	7/3/2016 22:30	7/3/2016	-1	15	152230	KWH	0.244	G		
	D	7/3/2016 22:45	7/3/2016	-1	15	152245	KWH	0.244	G		
	D	7/3/2016 23:00	7/3/2016	-1	15	152300	KWH	0.244	G		
	D	7/3/2016 23:15	7/3/2016	-1	15	152315	KWH	0.248	G		
	D	7/3/2016 23:30	7/3/2016	-1	15	152330	KWH	0.244	G		
	D	7/3/2016 23:45	7/3/2016	-1	15	152345	KWH	0.248	G		
	D	7/4/2016 0:00	7/3/2016	-1	15	150000	KWH	0.236	G		
	D	7/4/2016 0:15	7/4/2016	-1	15	150015	KWH	0.212	G		
	D	7/4/2016 0:30	7/4/2016	-1	15	150030	KWH	0.248	G		
	D	7/4/2016 0:45	7/4/2016	-1	15	150045	KWH	0.244	G		
	D	7/4/2016 1:00	7/4/2016	-1	15	150100	KWH	0.244	G		
	D	7/4/2016 1:15	7/4/2016	-1	15	150115	KWH	0.372	G		
	D	7/4/2016 1:30	7/4/2016	-1	15	150130	KWH	0.204	G		
	D	7/4/2016 1:45	7/4/2016	-1	15	150145	KWH	0.244	G		
	D	7/4/2016 2:00	7/4/2016	-1	15	150200	KWH	0.244	G		
	D	7/4/2016 2:15	7/4/2016	-1	15	150215	KWH	0.244	G		
	D	7/4/2016 2:30	7/4/2016	-1	15	150230	KWH	0.22	G		
	D	7/4/2016 2:45	7/4/2016	-1	15	150245	KWH	0.212	G		
	D	7/4/2016 3:00	7/4/2016	-1	15	150300	KWH	0.248	G		
	D	7/4/2016 3:15	7/4/2016	-1	15	150315	KWH	0.244	G		
	D	7/4/2016 3:30	7/4/2016	-1	15	150330	KWH	0.236	G		
	D	7/4/2016 3:45	7/4/2016	-1	15	150345	KWH	0.208	G		
	D	7/4/2016 4:00	7/4/2016	-1	15	150400	KWH	0.244	G		
	D	7/4/2016 4:15	7/4/2016	-1	15	150415	KWH	0.24	G		
	D	7/4/2016 4:30	7/4/2016	-1	15	150430	KWH	0.224	G		
	D	7/4/2016 4:45	7/4/2016	-1	15	150445	KWH	0.212	G		
	D	7/4/2016 5:00	7/4/2016	-1	15	150500	KWH	0.24	G		
	D	7/4/2016 5:15	7/4/2016	-1	15	150515	KWH	0.244	G		
	D	7/4/2016 5:30	7/4/2016	-1	15	150530	KWH	0.204	G		
	D	7/4/2016 5:45	7/4/2016	-1	15	150545	KWH	0.216	G		
	D	7/4/2016 6:00	7/4/2016	-1	15	150600	KWH	0.16	G		
	D	7/4/2016 6:15	7/4/2016	-1	15	150615	KWH	0.148	G		
	D	7/4/2016 6:30	7/4/2016	-1	15	150630	KWH	0.104	G		
	D	7/4/2016 6:45	7/4/2016	-1	15	150645	KWH	0.136	G		
	D	7/4/2016 7:00	7/4/2016	-1	15	150700	KWH	0.148	G		
	D	7/4/2016 7:15	7/4/2016	-1	15	150715	KWH	0.14	G		
	D	7/4/2016 7:30	7/4/2016	-1	15	150730	KWH	0.136	G		
	D	7/4/2016 7:45	7/4/2016	-1	15	150745	KWH	0.136	G		
	D	7/4/2016 8:00	7/4/2016	-1	15	150800	KWH	0.252	G		
	D	7/4/2016 8:15	7/4/2016	-1	15	150815	KWH	0.172	G		
	D	7/4/2016 8:30	7/4/2016	-1	15	150830	KWH	0.148	G		
	D	7/4/2016 8:45	7/4/2016	-1	15	150845	KWH	0.144	G		
	D	7/4/2016 9:00	7/4/2016	-1	15	150900	KWH	0.152	G		
	D	7/4/2016 9:15	7/4/2016	-1	15	150915	KWH	0.108	G		
	D	7/4/2016 9:30	7/4/2016	-1	15	150930	KWH	0.152	G		
	D	7/4/2016 9:45	7/4/2016	-1	15	150945	KWH	0.144	G		
	D	7/4/2016 10:00	7/4/2016	-1	15	151000	KWH	0.136	G		
	D	7/4/2016 10:15	7/4/2016	-1	15	151015	KWH	0.116	G		
	D	7/4/2016 10:30	7/4/2016	-1	15	151030	KWH	0.148	G		
	D	7/4/2016 10:45	7/4/2016	-1	15	151045	KWH	0.152	G		
	D	7/4/2016 11:00	7/4/2016	-1	15	151100	KWH	0.12	G		
	D	7/4/2016 11:15	7/4/2016	-1	15	151115	KWH	0.116	G		
	D	7/4/2016 11:30	7/4/2016	-1	15	151130	KWH	0.152	G		
	D	7/4/2016 11:45	7/4/2016	-1	15	151145	KWH	0.148	G		
	D	7/4/2016 12:00	7/4/2016	-1	15	151200	KWH	0.128	G		
	D	7/4/2016 12:15	7/4/2016	-1	15	151215	KWH	0.112	G		
	D	7/4/2016 12:30	7/4/2016	-1	15	151230	KWH	0.148	G		
	D	7/4/2016 12:45	7/4/2016	-1	15	151245	KWH	0.144	G		
	D	7/4/2016 13:00	7/4/2016	-1	15	151300	KWH	0.144	G		
	D	7/4/2016 13:15	7/4/2016	-1	15	151315	KWH	0.104	G		
	D	7/4/2016 13:30	7/4/2016	-1	15	151330	KWH	0.148	G		
	D	7/4/2016 13:45	7/4/2016	-1	15	151345	KWH	0.144	G		
	D	7/4/2016 14:00	7/4/2016	-1	15	151400	KWH	0.148	G		
	D	7/4/2016 14:15	7/4/2016	-1	15	151415	KWH	0.108	G		
	D	7/4/2016 14:30	7/4/2016	-1	15	151430	KWH	0.148	G		
	D	7/4/2016 14:45	7/4/2016	-1	15	151445	KWH	0.148	G		
